id,gender,income,days_on_platform,purchases,city_London,city_Miami,city_New York City,city_San Francisco,city_Tokyo
609,0,110916,11.0,2,0,0,0,1,0
610,0,30349,1.0,2,0,0,0,1,0
611,0,78475,8.0,1,0,0,1,0,0
612,0,6017,21.0,1,0,1,0,0,0
613,0,74849,13.0,3,0,1,0,0,0
614,1,92465,29.0,4,0,0,0,0,1
615,0,40236,35.0,1,0,1,0,0,0
616,1,54187,37.0,3,0,0,1,0,0
617,0,170375,32.0,0,1,0,0,0,0
618,1,84371,20.0,1,1,0,0,0,0
619,0,178369,17.0,0,0,1,0,0,0
620,1,19881,20.0,0,0,1,0,0,0
622,0,155199,32.0,3,1,0,0,0,0
623,0,11043,20.0,1,0,0,0,1,0
624,1,214903,18.0,1,0,0,0,1,0
625,0,170974,59.0,0,1,0,0,0,0
626,0,175146,3.0,0,1,0,0,0,0
627,0,117203,7.0,4,1,0,0,0,0
628,0,7545,21.0,1,0,0,0,1,0
629,0,32219,49.0,1,0,0,1,0,0
630,0,63246,36.0,2,0,0,0,1,0
631,0,129477,39.0,2,0,0,0,1,0
632,0,70584,31.0,1,1,0,0,0,0
633,1,48427,38.0,1,0,0,0,0,1
634,1,99765,28.0,0,0,1,0,0,0
635,1,64138,22.0,2,1,0,0,0,0
636,0,28304,6.0,1,0,0,0,1,0
637,0,91453,35.0,0,1,0,0,0,0
638,0,87552,13.0,0,1,0,0,0,0
639,0,18687,59.0,0,1,0,0,0,0
640,1,734,12.0,1,0,1,0,0,0
641,1,60218,6.0,0,0,0,0,0,1
642,0,152051,30.0,0,0,0,0,0,1
643,1,210323,31.0,1,0,0,1,0,0
644,1,57937,10.0,0,0,0,1,0,0
645,1,215686,26.0,0,0,1,0,0,0
646,1,160106,59.0,0,1,0,0,0,0
647,0,85945,33.0,0,0,0,0,0,1
648,1,57113,5.0,0,0,0,1,0,0
649,1,85976,9.0,1,0,0,0,0,1
650,1,27754,57.0,1,0,0,1,0,0
651,0,2134,26.0,2,1,0,0,0,0
652,1,190425,11.0,0,0,1,0,0,0
653,1,39474,14.0,0,1,0,0,0,0
654,0,62432,21.0,2,0,0,1,0,0
655,1,78419,4.0,2,0,0,0,1,0
656,1,42700,21.0,1,0,0,0,0,1
657,0,87490,11.0,0,0,1,0,0,0
658,0,21521,30.0,2,0,0,0,1,0
659,0,66440,15.0,2,0,1,0,0,0
660,0,43288,6.0,0,0,1,0,0,0
661,0,54128,2.0,1,0,0,1,0,0
662,0,82298,8.0,1,0,0,1,0,0
663,1,53859,21.0,2,0,0,0,0,1
664,0,42019,9.0,2,0,1,0,0,0
665,1,81600,24.0,1,0,0,1,0,0
666,1,108769,40.0,3,0,1,0,0,0
667,1,59252,23.0,0,0,1,0,0,0
668,1,43843,12.0,1,1,0,0,0,0
669,1,62328,6.0,1,0,0,1,0,0
670,1,44863,40.0,0,0,0,1,0,0
671,0,15733,59.0,1,1,0,0,0,0
672,0,226409,13.0,2,0,0,0,0,1
673,0,109498,42.0,0,0,0,0,1,0
674,0,86153,11.0,2,0,0,0,0,1
675,0,126850,18.0,2,0,0,1,0,0
676,0,195180,14.0,0,0,1,0,0,0
677,1,56908,5.0,2,0,1,0,0,0
678,0,42401,5.0,2,0,1,0,0,0
679,0,50194,18.0,4,1,0,0,0,0
680,1,37736,35.0,0,0,0,0,0,1
681,1,14028,23.0,1,0,1,0,0,0
682,0,106516,25.0,1,0,0,0,0,1
683,1,40523,51.0,1,0,0,0,1,0
684,0,67980,21.0,0,0,0,0,1,0
685,0,59490,32.0,0,0,0,0,1,0
686,1,30715,27.0,0,0,0,1,0,0
687,1,60152,42.0,1,0,0,0,0,1
688,0,93915,28.0,1,0,0,0,1,0
689,0,47912,28.0,1,0,1,0,0,0
690,1,146516,2.0,3,0,0,0,0,1
691,1,87484,17.0,1,0,0,0,1,0
692,0,43490,24.0,3,0,0,1,0,0
693,0,88726,14.0,0,0,0,0,1,0
694,0,213112,13.0,2,1,0,0,0,0
695,0,17515,14.0,1,0,0,0,1,0
696,1,150206,59.0,1,0,0,0,1,0
697,0,79483,59.0,0,0,0,0,1,0
698,1,70577,31.0,1,0,0,1,0,0
699,1,104207,7.0,0,1,0,0,0,0
700,1,156854,26.0,3,0,1,0,0,0
701,1,87209,46.0,0,0,1,0,0,0
702,0,72314,14.0,0,1,0,0,0,0
703,1,171815,57.0,2,1,0,0,0,0
704,0,160822,28.0,2,1,0,0,0,0
705,1,113599,7.0,4,0,0,0,1,0
706,1,26433,14.0,2,0,1,0,0,0
707,0,160562,31.0,1,0,0,1,0,0
708,1,68876,1.0,0,0,0,1,0,0
709,0,3582,28.0,0,1,0,0,0,0
710,1,81188,19.0,1,0,0,0,0,1
711,1,90970,59.0,2,1,0,0,0,0
712,0,25844,9.0,3,0,0,0,1,0
713,1,3352,26.0,2,0,0,1,0,0
714,1,76851,14.0,1,0,0,0,1,0
715,1,51320,17.0,1,0,0,0,0,1
716,0,35378,10.0,3,0,1,0,0,0
717,1,200824,54.0,1,0,0,0,1,0
718,1,43,1.0,0,0,0,0,0,1
719,1,53126,3.0,0,0,0,0,0,1
720,0,35880,1.0,0,0,0,0,0,1
721,0,8245,47.0,0,1,0,0,0,0
722,0,2717,3.0,1,0,0,0,0,1
723,1,39868,21.0,2,1,0,0,0,0
724,1,17790,1.0,1,0,0,1,0,0
725,0,163878,31.0,0,0,0,0,1,0
726,1,15827,34.0,1,0,0,1,0,0
727,0,62925,10.0,1,0,0,1,0,0
728,0,42302,33.0,0,1,0,0,0,0
729,0,80161,14.0,1,0,0,0,0,1
730,1,48028,55.0,0,0,0,0,1,0
731,1,30152,21.0,1,0,0,0,0,1
732,0,18337,21.0,2,1,0,0,0,0
733,1,30682,17.0,0,0,0,1,0,0
734,0,32128,59.0,3,0,1,0,0,0
735,0,233744,3.0,4,0,0,0,0,1
736,0,153746,17.0,2,0,0,1,0,0
737,0,29368,29.0,0,0,0,1,0,0
738,0,87354,5.0,0,0,1,0,0,0
739,1,126499,53.0,1,0,1,0,0,0
740,1,73380,1.0,0,0,0,0,0,1
741,0,90764,7.0,0,0,0,0,1,0
742,0,98404,44.0,2,0,0,1,0,0
743,1,76919,25.0,0,1,0,0,0,0
744,0,169828,22.0,3,0,0,1,0,0
745,0,76253,22.0,1,0,1,0,0,0
746,0,191750,10.0,1,0,0,1,0,0
747,1,191437,49.0,1,0,0,0,0,1
748,0,12744,3.0,0,0,0,0,0,1
749,0,99347,29.0,0,0,1,0,0,0
750,1,50878,27.0,1,0,0,0,0,1
751,1,69476,19.0,2,0,0,1,0,0
752,0,76276,19.0,1,0,0,0,0,1
753,1,105144,14.0,2,0,0,1,0,0
754,1,91951,27.0,2,1,0,0,0,0
755,0,48767,14.0,3,1,0,0,0,0
756,1,13920,4.0,1,0,0,0,1,0
757,0,37477,3.0,0,0,1,0,0,0
758,1,81212,17.0,2,0,0,0,0,1
759,0,25398,24.0,2,1,0,0,0,0
760,0,25900,11.0,1,0,1,0,0,0
761,0,12287,24.0,2,0,0,0,0,1
762,1,36962,15.0,0,0,0,0,1,0
763,0,6712,18.0,0,0,0,1,0,0
764,0,111410,6.0,0,0,0,1,0,0
765,0,49467,27.0,3,0,1,0,0,0
766,0,69888,59.0,1,0,0,0,0,1
767,0,82448,26.0,3,0,0,0,0,1
768,1,3378,11.0,0,0,0,0,1,0
769,1,13792,3.0,1,0,1,0,0,0
770,0,51975,59.0,0,0,1,0,0,0
771,1,2603,45.0,1,0,0,0,1,0
772,0,68529,55.0,0,0,0,0,0,1
773,1,106532,48.0,2,0,0,1,0,0
774,0,171338,20.0,2,0,0,0,0,1
775,1,52708,10.0,1,0,0,1,0,0
776,1,69434,32.0,1,0,0,0,1,0
777,1,117449,42.0,1,1,0,0,0,0
778,1,41695,34.0,1,0,0,0,1,0
779,1,83069,27.0,2,0,0,0,0,1
780,0,57132,1.0,4,0,0,0,0,1
781,1,167015,5.0,0,0,0,0,1,0
782,0,85948,4.0,1,1,0,0,0,0
783,1,37028,9.0,0,0,0,0,0,1
784,1,24396,57.0,0,0,1,0,0,0
785,1,45655,37.0,0,1,0,0,0,0
786,1,51823,22.0,1,0,0,0,1,0
787,1,63804,44.0,2,0,1,0,0,0
788,1,100096,5.0,2,0,0,1,0,0
789,1,65961,18.0,1,0,0,1,0,0
790,1,44010,45.0,1,0,0,0,0,1
791,0,80356,46.0,4,1,0,0,0,0
792,0,63178,37.0,1,0,0,0,0,1
793,0,44941,35.0,2,1,0,0,0,0
794,1,210,27.0,1,0,0,1,0,0
795,0,115792,12.0,4,0,0,1,0,0
796,0,241423,8.0,3,0,0,1,0,0
797,0,116022,21.0,3,1,0,0,0,0
798,0,16997,31.0,0,1,0,0,0,0
799,0,8978,51.0,0,1,0,0,0,0
800,1,67666,28.0,1,0,0,0,0,1
801,1,16703,27.0,1,0,0,0,1,0
802,1,153076,21.0,0,1,0,0,0,0
803,0,42396,7.0,0,0,0,0,0,1
804,1,65412,33.0,0,0,0,0,1,0
805,0,87115,42.0,0,0,1,0,0,0
806,1,26812,24.0,0,0,1,0,0,0
807,1,2428,27.0,0,0,0,0,0,1
808,1,24293,33.0,0,0,0,0,1,0
809,1,22317,39.0,3,0,0,1,0,0
810,1,110652,5.0,4,0,0,1,0,0
811,1,163330,14.0,0,1,0,0,0,0
812,0,71456,31.0,2,0,0,1,0,0
813,0,118041,11.0,2,0,0,1,0,0
814,1,10559,21.0,0,0,1,0,0,0
815,0,32055,13.0,2,0,0,1,0,0
817,1,260270,59.0,0,0,0,1,0,0
818,1,60515,42.0,1,1,0,0,0,0
819,0,140203,6.0,0,0,1,0,0,0
820,1,179443,18.0,2,0,0,0,0,1
821,1,92926,13.0,0,0,0,0,1,0
822,1,56604,18.0,0,0,0,0,0,1
823,1,170454,26.0,3,0,0,1,0,0
824,0,11986,27.0,2,1,0,0,0,0
825,1,36137,11.0,1,0,0,0,1,0
826,1,49364,17.0,0,0,0,0,0,1
827,0,142214,4.0,0,0,0,0,0,1
828,1,183976,20.0,2,1,0,0,0,0
829,1,74966,8.0,1,1,0,0,0,0
830,0,65242,52.0,0,1,0,0,0,0
831,0,136833,19.0,1,0,0,0,0,1
832,0,95451,11.0,0,0,0,0,1,0
833,0,9039,28.0,1,0,0,1,0,0
834,1,93707,1.0,3,0,0,1,0,0
835,1,95860,14.0,2,1,0,0,0,0
836,0,45785,19.0,0,0,0,0,1,0
837,1,12168,10.0,0,0,0,1,0,0
839,0,182203,8.0,1,0,0,0,0,1
840,1,81348,7.0,0,0,0,0,1,0
841,1,80651,34.0,2,0,0,1,0,0
842,1,116966,4.0,0,0,1,0,0,0
843,1,12120,2.0,1,1,0,0,0,0
844,0,62277,31.0,1,0,0,0,0,1
845,0,59889,59.0,0,0,0,1,0,0
846,1,16180,38.0,0,0,1,0,0,0
847,0,108986,53.0,0,0,0,0,0,1
848,1,866,21.0,0,0,0,0,0,1
849,1,119806,25.0,1,0,0,0,1,0
850,0,90110,19.0,2,0,1,0,0,0
851,0,26194,21.0,0,0,0,1,0,0
852,1,94750,19.0,1,0,0,1,0,0
853,0,170418,40.0,0,0,0,0,0,1
854,1,97835,36.0,2,0,0,0,1,0
855,1,17041,30.0,0,0,0,0,0,1
856,1,37179,40.0,1,0,0,0,0,1
857,1,11251,8.0,0,1,0,0,0,0
858,1,50053,17.0,2,1,0,0,0,0
859,0,97338,5.0,2,0,0,1,0,0
860,1,168085,46.0,0,0,1,0,0,0
861,0,60006,54.0,1,0,0,0,1,0
862,0,18096,1.0,2,0,0,1,0,0
863,0,68964,29.0,1,0,0,0,1,0
864,0,3045,17.0,1,0,0,1,0,0
865,1,43278,55.0,1,0,0,0,0,1
866,0,84593,7.0,0,0,0,0,1,0
867,1,182739,43.0,1,0,0,0,0,1
868,0,43705,23.0,0,0,0,0,0,1
869,1,112057,24.0,2,0,0,1,0,0
870,1,226597,13.0,1,0,0,0,1,0
871,0,87818,36.0,0,1,0,0,0,0
872,0,47147,32.0,2,0,0,0,1,0
873,1,182203,25.0,1,0,0,1,0,0
874,0,77191,20.0,1,1,0,0,0,0
875,0,41461,26.0,1,0,1,0,0,0
876,0,197423,23.0,1,0,0,0,1,0
877,0,62675,17.0,1,0,0,0,1,0
878,0,19137,4.0,3,0,0,1,0,0
879,0,32967,53.0,1,0,0,0,0,1
880,0,19484,14.0,2,1,0,0,0,0
881,1,7833,52.0,3,0,1,0,0,0
882,0,129145,59.0,1,0,0,0,0,1
883,0,94654,25.0,0,0,0,1,0,0
884,1,111056,37.0,1,1,0,0,0,0
885,0,5546,7.0,0,1,0,0,0,0
886,0,19496,40.0,0,0,1,0,0,0
887,1,123555,59.0,1,1,0,0,0,0
888,0,25510,29.0,1,0,0,0,0,1
889,1,214714,42.0,0,1,0,0,0,0
890,0,31941,1.0,2,0,1,0,0,0
891,0,108499,26.0,0,1,0,0,0,0
892,0,43056,59.0,0,1,0,0,0,0
893,1,37487,14.0,0,0,0,0,0,1
894,1,214377,31.0,1,0,0,0,1,0
895,0,353,16.0,1,0,0,0,0,1
896,1,45683,8.0,0,0,0,0,0,1
897,0,3580,25.0,1,0,0,1,0,0
898,1,81437,44.0,0,0,1,0,0,0
899,1,101960,4.0,1,1,0,0,0,0
900,1,99801,36.0,0,1,0,0,0,0
901,1,68737,2.0,3,0,0,0,0,1
902,0,130763,1.0,0,0,0,0,1,0
903,0,65367,59.0,0,0,0,0,0,1
904,0,60518,14.0,0,0,0,0,1,0
905,1,47873,1.0,3,0,0,0,1,0
906,0,53932,30.0,0,0,1,0,0,0
907,1,88830,59.0,3,0,0,0,1,0
908,0,184881,1.0,0,0,1,0,0,0
909,1,111405,13.0,0,1,0,0,0,0
910,0,92897,45.0,0,1,0,0,0,0
911,0,53863,4.0,4,1,0,0,0,0
912,0,66978,59.0,0,0,0,1,0,0
913,1,102745,22.0,2,0,1,0,0,0
914,1,33466,41.0,0,0,0,0,0,1
915,1,55535,36.0,0,0,0,1,0,0
916,0,100037,59.0,0,0,1,0,0,0
917,1,113579,59.0,1,0,0,0,1,0
918,1,87388,33.0,0,0,0,0,0,1
919,0,156320,13.0,1,0,1,0,0,0
920,1,22612,8.0,1,0,0,0,1,0
921,0,41208,14.0,1,0,1,0,0,0
922,0,90155,18.0,1,0,1,0,0,0
923,0,71813,25.0,0,0,0,0,0,1
924,0,139960,59.0,0,0,0,0,0,1
925,1,138605,59.0,3,0,1,0,0,0
926,1,923,13.0,1,1,0,0,0,0
927,1,13763,15.0,2,0,1,0,0,0
928,1,131495,21.0,2,0,1,0,0,0
929,0,2280,42.0,2,0,0,0,1,0
930,1,1175,6.0,3,0,0,1,0,0
931,0,121119,15.0,2,1,0,0,0,0
932,0,65151,13.0,0,0,1,0,0,0
933,1,69526,58.0,1,0,0,0,1,0
934,1,188452,49.0,3,0,0,0,0,1
935,0,54124,46.0,2,0,1,0,0,0
936,0,13705,7.0,0,0,1,0,0,0
937,1,75150,43.0,0,0,0,1,0,0
938,1,38453,55.0,1,0,0,0,1,0
939,0,102073,11.0,2,0,1,0,0,0
940,0,45172,10.0,0,0,0,0,1,0
941,0,63956,7.0,1,1,0,0,0,0
942,1,94070,59.0,2,1,0,0,0,0
943,1,157782,16.0,0,0,0,0,1,0
945,1,5056,8.0,0,0,1,0,0,0
946,0,96125,49.0,0,0,0,1,0,0
947,0,250147,45.0,1,0,0,0,1,0
948,1,129771,12.0,1,1,0,0,0,0
949,0,11973,9.0,1,0,0,0,1,0
950,0,7914,9.0,3,0,0,1,0,0
951,1,76002,59.0,1,0,0,0,1,0
952,1,26832,39.0,0,1,0,0,0,0
953,1,94403,9.0,1,0,0,0,1,0
954,0,83816,21.0,1,1,0,0,0,0
955,1,33612,28.0,0,0,0,0,1,0
956,0,17561,21.0,0,0,0,0,0,1
957,1,74966,58.0,1,1,0,0,0,0
958,1,59362,59.0,2,0,0,0,1,0
959,1,116766,32.0,1,0,0,1,0,0
960,0,7406,44.0,1,1,0,0,0,0
961,0,203127,45.0,0,0,1,0,0,0
962,1,58510,15.0,1,1,0,0,0,0
963,1,241616,2.0,2,0,1,0,0,0
964,1,83394,14.0,0,0,0,0,1,0
965,1,110398,21.0,0,0,1,0,0,0
966,1,98873,1.0,2,0,0,0,0,1
967,0,199733,13.0,2,0,0,1,0,0
968,0,56291,59.0,0,0,1,0,0,0
969,0,47392,53.0,0,0,0,1,0,0
970,1,85522,42.0,4,1,0,0,0,0
971,1,63277,31.0,1,0,0,0,0,1
972,1,149871,6.0,2,0,1,0,0,0
973,0,56281,8.0,2,1,0,0,0,0
974,1,59732,27.0,2,0,0,0,0,1
975,1,29547,17.0,0,1,0,0,0,0
976,1,69643,1.0,1,0,0,0,0,1
977,0,125172,15.0,2,0,1,0,0,0
978,1,11167,21.0,1,0,0,0,1,0
979,0,15314,38.0,0,0,0,1,0,0
980,1,25132,39.0,2,1,0,0,0,0
981,1,25701,23.0,0,0,1,0,0,0
982,1,136137,3.0,1,0,0,1,0,0
983,0,226570,1.0,1,0,0,0,0,1
984,0,58175,54.0,1,0,1,0,0,0
985,0,24503,9.0,1,0,0,0,0,1
986,0,71633,20.0,1,0,0,0,0,1
987,1,97257,19.0,0,0,1,0,0,0
988,1,3835,12.0,0,0,1,0,0,0
989,0,63463,5.0,1,0,0,0,1,0
990,0,26337,1.0,0,0,0,1,0,0
991,0,7328,30.0,1,0,0,1,0,0
992,1,20114,37.0,2,0,0,0,0,1
993,0,84776,6.0,0,0,0,1,0,0
994,1,40941,4.0,3,0,0,0,1,0
995,0,89916,21.0,2,0,0,0,0,1
996,1,153891,43.0,0,1,0,0,0,0
997,0,14216,18.0,2,0,1,0,0,0
998,0,49012,40.0,2,1,0,0,0,0
999,0,45444,31.0,0,0,0,0,1,0
1000,0,113876,17.0,1,1,0,0,0,0
1001,1,38619,26.0,0,0,0,0,1,0
1002,1,39652,59.0,0,0,1,0,0,0
1003,0,4436,14.0,1,1,0,0,0,0
1004,1,10399,59.0,0,0,0,0,0,1
1005,0,126253,24.0,0,1,0,0,0,0
1006,1,16340,44.0,0,0,0,1,0,0
1007,1,41984,37.0,0,0,0,0,1,0
1008,0,83527,11.0,1,0,0,0,0,1
1009,0,55558,38.0,3,1,0,0,0,0
1010,0,15212,47.0,0,1,0,0,0,0
1011,1,2639,34.0,1,1,0,0,0,0
1012,1,157795,22.0,1,0,0,1,0,0
1013,0,101205,18.0,0,0,0,1,0,0
1014,1,5881,5.0,1,1,0,0,0,0
1015,0,26395,42.0,0,0,0,0,1,0
1016,0,51838,8.0,0,0,1,0,0,0
1017,0,3357,7.0,1,0,0,0,1,0
1018,1,110861,13.0,0,0,0,1,0,0
1019,1,48485,3.0,1,1,0,0,0,0
1020,0,128331,10.0,3,1,0,0,0,0
1021,0,59327,18.0,1,0,0,0,1,0
1022,0,14198,25.0,3,0,0,0,1,0
1023,0,94415,24.0,2,0,0,0,1,0
1024,0,166711,10.0,2,0,0,0,0,1
1025,0,129111,42.0,0,0,1,0,0,0
1026,0,208588,32.0,5,0,0,0,1,0
1027,0,248129,6.0,1,0,1,0,0,0
1028,0,128925,18.0,3,0,1,0,0,0
1029,0,14453,15.0,2,0,0,0,1,0
1030,1,2832,45.0,0,0,0,0,1,0
1031,0,11975,29.0,0,1,0,0,0,0
1032,0,57706,20.0,1,0,1,0,0,0
1033,1,212462,35.0,0,0,1,0,0,0
1034,0,23371,19.0,1,0,1,0,0,0
1035,1,75151,57.0,1,0,0,0,1,0
1036,1,85177,24.0,1,1,0,0,0,0
1037,0,46670,10.0,0,0,0,0,0,1
1038,0,178942,6.0,0,0,1,0,0,0
1039,1,129245,2.0,3,0,0,0,0,1
1040,1,66914,3.0,1,0,0,0,1,0
1041,1,74008,7.0,1,0,0,0,1,0
1042,1,176540,6.0,2,0,0,0,0,1
1043,0,4806,53.0,2,1,0,0,0,0
1044,1,55853,18.0,1,0,1,0,0,0
1045,0,255419,38.0,2,0,0,1,0,0
1046,1,140009,5.0,1,0,0,0,0,1
1047,0,15656,10.0,1,0,0,0,0,1
1048,1,161692,59.0,0,0,0,0,1,0
1049,0,83982,22.0,3,0,0,0,1,0
1050,1,117169,52.0,1,0,0,1,0,0
1051,0,153238,26.0,2,0,0,1,0,0
1052,1,64754,16.0,0,0,0,0,0,1
1053,1,45710,2.0,2,0,1,0,0,0
1054,1,60074,59.0,1,1,0,0,0,0
1055,0,24704,15.0,0,0,0,1,0,0
1056,0,20756,52.0,1,0,0,0,1,0
1057,0,168883,16.0,0,0,0,1,0,0
1058,0,25222,4.0,1,1,0,0,0,0
1059,0,32176,17.0,0,0,0,1,0,0
1060,0,142188,6.0,1,0,0,0,0,1
1061,1,156208,10.0,2,0,0,1,0,0
1062,1,60918,21.0,1,0,0,0,0,1
1063,0,56447,35.0,1,1,0,0,0,0
1064,0,69824,1.0,2,0,0,1,0,0
1065,1,46782,16.0,0,0,0,0,0,1
1066,0,83599,23.0,0,0,0,0,0,1
1067,1,2531,52.0,2,0,0,0,1,0
1068,0,9207,10.0,1,0,1,0,0,0
1069,0,77657,21.0,2,0,1,0,0,0
1070,1,229479,7.0,0,0,0,0,1,0
1071,1,38315,11.0,2,0,0,1,0,0
1072,1,57204,38.0,1,0,0,0,0,1
1073,1,134713,47.0,0,0,0,0,1,0
1074,1,190272,1.0,2,0,0,1,0,0
1075,0,65295,21.0,1,0,1,0,0,0
1076,1,45246,21.0,0,0,0,0,0,1
1077,1,186409,17.0,2,0,1,0,0,0
1078,0,56670,3.0,2,1,0,0,0,0
1079,0,48782,38.0,1,1,0,0,0,0
1080,0,97866,28.0,0,0,0,0,0,1
1081,0,57483,2.0,0,0,0,0,1,0
1082,0,57101,37.0,0,0,0,0,1,0
1083,1,132528,24.0,1,1,0,0,0,0
1084,0,57355,9.0,0,0,0,0,1,0
1085,0,50791,46.0,1,0,1,0,0,0
1086,1,53517,9.0,1,0,1,0,0,0
1087,1,1898,21.0,1,1,0,0,0,0
1088,1,145531,59.0,2,0,1,0,0,0
1089,0,229007,17.0,1,0,0,0,0,1
1090,1,44300,41.0,1,1,0,0,0,0
1091,1,58580,37.0,0,0,1,0,0,0
1092,1,186571,47.0,2,0,0,0,1,0
1093,0,72681,23.0,1,0,0,0,0,1
1094,0,9295,5.0,0,0,0,0,1,0
1095,1,52806,4.0,4,0,0,0,0,1
1096,1,222022,14.0,0,1,0,0,0,0
1097,0,129274,59.0,1,0,0,1,0,0
1098,0,34813,58.0,1,0,0,0,0,1
1099,1,101858,26.0,2,1,0,0,0,0
1100,0,42131,4.0,0,0,0,0,0,1
1101,1,55150,47.0,1,1,0,0,0,0
1102,1,76328,21.0,1,0,0,0,1,0
1103,0,21157,2.0,3,0,1,0,0,0
1104,1,88148,54.0,6,0,0,0,1,0
1105,0,13163,16.0,0,0,0,0,0,1
1106,1,27500,4.0,2,1,0,0,0,0
1107,1,81762,10.0,1,0,0,0,1,0
1108,0,132564,59.0,1,0,1,0,0,0
1109,1,73165,59.0,0,0,1,0,0,0
1110,1,38510,28.0,1,0,0,0,1,0
1111,0,21051,4.0,2,0,0,0,1,0
1112,0,158929,45.0,5,1,0,0,0,0
1113,1,22660,11.0,2,0,0,0,1,0
1114,0,126314,9.0,2,0,1,0,0,0
1115,1,102368,59.0,2,0,0,1,0,0
1116,0,164538,12.0,1,0,0,1,0,0
1117,0,25642,10.0,1,1,0,0,0,0
1118,0,32513,9.0,1,0,0,0,0,1
1119,0,58652,39.0,0,0,0,0,1,0
1120,1,41,26.0,6,0,0,1,0,0
1121,0,28769,32.0,0,1,0,0,0,0
1122,1,50409,30.0,3,0,0,0,1,0
1123,0,122652,21.0,2,0,0,1,0,0
1124,1,38920,26.0,0,0,0,0,0,1
1125,1,40139,35.0,5,0,0,1,0,0
1126,0,31556,3.0,0,1,0,0,0,0
1127,0,25276,28.0,0,0,0,0,0,1
1128,1,1913,50.0,1,1,0,0,0,0
1129,1,66253,29.0,4,0,0,1,0,0
1130,1,30961,56.0,1,0,0,1,0,0
1131,0,197302,25.0,1,0,1,0,0,0
1132,0,165917,7.0,3,0,1,0,0,0
1133,1,82948,21.0,2,0,0,1,0,0
1134,1,209068,26.0,1,1,0,0,0,0
1135,1,45332,22.0,0,1,0,0,0,0
1136,0,74533,39.0,1,1,0,0,0,0
1137,0,70184,22.0,0,0,0,0,1,0
1138,1,21730,13.0,1,0,0,0,0,1
1139,1,7256,21.0,2,1,0,0,0,0
1140,1,147736,1.0,2,0,1,0,0,0
1141,0,20157,5.0,1,0,0,0,1,0
1142,1,250395,18.0,0,1,0,0,0,0
1143,0,221420,38.0,1,1,0,0,0,0
1144,1,227859,12.0,1,0,0,0,0,1
1146,1,69113,29.0,4,0,1,0,0,0
1147,1,21425,9.0,1,0,1,0,0,0
1148,0,187035,4.0,1,0,0,1,0,0
1149,1,171140,7.0,0,0,1,0,0,0
1150,0,53326,28.0,2,0,0,1,0,0
1151,0,55168,59.0,1,1,0,0,0,0
1152,0,123557,26.0,1,1,0,0,0,0
1153,0,119815,7.0,1,0,0,0,0,1
1154,0,32458,11.0,1,0,0,1,0,0
1155,0,131596,18.0,0,1,0,0,0,0
1156,0,13587,16.0,1,0,0,1,0,0
1157,0,207227,15.0,1,1,0,0,0,0
1158,1,88889,13.0,0,1,0,0,0,0
1159,1,85233,1.0,1,0,0,0,0,1
1160,0,6859,7.0,0,1,0,0,0,0
1161,1,46091,27.0,0,0,1,0,0,0
1162,0,84017,3.0,0,1,0,0,0,0
1163,1,152361,7.0,1,0,0,0,1,0
1164,0,54572,52.0,0,0,1,0,0,0
1165,1,29236,16.0,2,0,0,0,0,1
1166,1,56351,15.0,2,0,0,0,1,0
1167,1,669,9.0,0,0,1,0,0,0
1168,1,35664,2.0,1,0,0,0,0,1
1169,0,193236,7.0,0,0,0,1,0,0
1170,0,21850,23.0,0,0,0,0,0,1
1171,1,99658,4.0,2,0,0,1,0,0
1172,0,15725,57.0,0,1,0,0,0,0
1173,0,129734,25.0,3,0,0,0,0,1
1174,1,145332,8.0,2,0,0,0,1,0
1175,1,66877,5.0,0,1,0,0,0,0
1176,0,105122,6.0,0,0,1,0,0,0
1177,0,46773,21.0,1,0,0,0,1,0
1178,1,7951,25.0,0,0,1,0,0,0
1179,1,88996,17.0,1,0,1,0,0,0
1180,0,107907,1.0,2,1,0,0,0,0
1181,0,2312,10.0,2,1,0,0,0,0
1182,1,138180,32.0,2,0,0,0,1,0
1183,0,80148,44.0,0,0,0,0,1,0
1184,1,64623,4.0,0,0,0,0,1,0
1185,1,118251,23.0,2,0,1,0,0,0
1186,0,63258,13.0,0,0,0,0,0,1
1187,0,15885,2.0,0,0,0,0,1,0
1188,1,15866,1.0,0,0,1,0,0,0
1189,0,87433,26.0,1,0,0,0,1,0
1190,0,40883,13.0,2,1,0,0,0,0
1191,0,191323,1.0,3,0,1,0,0,0
1192,1,75949,10.0,0,0,0,0,0,1
1193,0,106009,11.0,1,1,0,0,0,0
1194,0,136343,26.0,1,0,0,1,0,0
1195,1,57571,7.0,1,0,0,0,1,0
1196,0,43148,30.0,0,1,0,0,0,0
1197,1,110222,4.0,2,0,0,0,0,1
1198,0,150283,25.0,0,1,0,0,0,0
1199,1,67294,59.0,1,0,0,0,0,1
1200,1,19040,55.0,1,0,0,0,0,1
1201,0,38484,8.0,0,0,0,1,0,0
1202,1,93248,10.0,2,0,0,1,0,0
1203,1,72166,33.0,2,0,0,0,0,1
1204,1,5020,15.0,1,1,0,0,0,0
1205,1,152797,6.0,2,0,0,0,0,1
1206,0,23103,59.0,2,0,1,0,0,0
1207,1,55961,31.0,1,0,0,0,0,1
1208,0,12973,1.0,0,0,0,1,0,0
1209,0,94751,31.0,3,0,0,0,0,1
1210,1,47034,32.0,1,0,0,0,1,0
